Client Code,Client Name,Payee Code,Payee Name,Song Code,Song Title,Composers,Source Code,Source Name,Income Type,Income Type Name,Main Income Type Name,Catalogue No ,Units,Income Period,Percentage Collected by BMG,Amount Collected,Royalty Payout Percentage,Royalty Payable,Domestic Or Foreign Source Indicator,Foreign Source,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Artist,ISRC,Album Or Production,Episode,License Number,Original Source As Received,Original Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6109965,Witching Hour,Burns,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.38,40,0.15,F,GEMA,26,587,DEU,Germany,,,/,"Like Father, Like Son?/Formula 1: Drive to Survive",,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6194669,Wallflower,Pilkington,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.02,40,0.01,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717102,Corrupted Circuits,Tenku,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.05,40,0.02,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717852,Inertia,Tenku,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.07,40,0.03,F,GEMA,26,587,DEU,Germany,,,/,Altima/Resurrected Rides,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737820,The Solution,Ross,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.68,40,0.27,F,GEMA,26,587,DEU,Germany,,,/,Red or Black/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827319,Gamechanger,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.05,40,0.02,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086755,Amber Warning,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,1.08,40,0.43,F,GEMA,26,587,DEU,Germany,,,/,Tipping Point/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088707,Passage Of Time,Groves,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.75,40,0.3,F,GEMA,26,587,DEU,Germany,,,/,Forza Ferrari/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088858,Raw Power And Momentum,Burns,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,14.87,40,5.95,F,GEMA,26,587,DEU,Germany,,,/,The Selfie Scammer/Love Con Revenge,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6167086,Mentality,Binns,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.12,40,0.05,F,GEMA,26,587,DEU,Germany,,,/,Start from Scratch/Dubai Bling,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6192358,Cracked Actor,Poucher,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.18,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Matter of Principal/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6192515,Dirty Pursuit,Poucher,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.63,40,0.25,F,GEMA,26,587,DEU,Germany,,,/,Nice Guys Finish Last/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6300950,Betrayed,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.07,40,0.03,F,GEMA,26,587,DEU,Germany,,,/,Fairytale in New York/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6301274,Damaged Beyond Repair,Kuei,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.17,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Plan B/Tour de France: Unchained,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6311657,Bouvet Island,Kuei,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.18,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Low Blow/Pact of Silence,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6718777,Speedway,Tenku,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.25,40,0.1,F,GEMA,26,587,DEU,Germany,,,/,Episode 1/Singles Inferno,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737265,Rise To Glory,Groves/Ross,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.72,40,0.29,F,GEMA,26,587,DEU,Germany,,,/,Red or Black/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737265,Rise To Glory,Groves/Ross,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.18,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,C'est la Vie/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6826920,Bad Ground,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.02,40,0.01,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827319,Gamechanger,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.75,40,0.3,F,GEMA,26,587,DEU,Germany,,,/,Red or Black/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827319,Gamechanger,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.57,40,0.23,F,GEMA,26,587,DEU,Germany,,,/,Three's a Crowd/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827673,Payback,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.32,40,0.13,F,GEMA,26,587,DEU,Germany,,,/,Forza Ferrari/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070500,Burn,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.7,40,0.28,F,GEMA,26,587,DEU,Germany,,,/,"Like Father, Like Son?/Formula 1: Drive to Survive",,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087478,Echobank,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.55,40,0.22,F,GEMA,26,587,DEU,Germany,,,/,Ace in the Hole/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088460,Mental Tension,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.07,40,0.03,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6188056,Firedive,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.02,40,0.01,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6302208,Leipzig 81,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.38,40,0.15,F,GEMA,26,587,DEU,Germany,,,/,C'est la Vie/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6718777,Speedway,Tenku,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.23,40,0.09,F,GEMA,26,587,DEU,Germany,,,/,Episode 1/Singles Inferno,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737820,The Solution,Ross,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.05,40,0.02,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070500,Burn,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.6,40,0.24,F,GEMA,26,587,DEU,Germany,,,/,"Like Father, Like Son?/Formula 1: Drive to Survive",,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072011,Planet Of Breaks,Tenku,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.03,40,0.01,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086755,Amber Warning,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.17,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Saints and Sinners/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086980,Breaking Boundaries,Burns,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.1,40,0.04,F,GEMA,26,587,DEU,Germany,,,/,One Last Chance/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088461,Mercury,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,7.73,40,3.09,F,GEMA,26,587,DEU,Germany,,,/,He/She Knows You're Alone/Fake Profile,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088707,Passage Of Time,Groves,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.6,40,0.24,F,GEMA,26,587,DEU,Germany,,,/,Forza Ferrari/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089199,Specular Reflection,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.42,40,0.17,F,GEMA,26,587,DEU,Germany,,,/,Civil War/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6106684,Decompress,Groves,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.47,40,0.19,F,GEMA,26,587,DEU,Germany,,,/,Bounce Back/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6126268,Rare Air,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.33,40,0.13,F,GEMA,26,587,DEU,Germany,,,/,One Last Chance/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6188056,Firedive,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.12,40,0.05,F,GEMA,26,587,DEU,Germany,,,/,"Like Father, Like Son?/Formula 1: Drive to Survive",,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086692,Acceleration,Burns,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,1.02,40,0.41,F,GEMA,26,587,DEU,Germany,,,/,The Comeback Kid/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086755,Amber Warning,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.23,40,0.09,F,GEMA,26,587,DEU,Germany,,,/,Under Pressure/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088733,Perpetual Emotion,Groves,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.78,40,0.31,F,GEMA,26,587,DEU,Germany,,,/,Fall From Grace/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6302208,Leipzig 81,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.4,40,0.16,F,GEMA,26,587,DEU,Germany,,,/,C'est la Vie/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6801943,Wolf Rock,Groves/Ross,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.18,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Gaze/The Influencer,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072720,Tension,Thomas,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.25,40,0.1,F,GEMA,26,587,DEU,Germany,,,/,Olympia Mens' Club/Triptych,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087119,Chromosphere,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.6,40,0.24,F,GEMA,26,587,DEU,Germany,,,/,A Mountain to Climb/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087119,Chromosphere,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.47,40,0.19,F,GEMA,26,587,DEU,Germany,,,/,A Mountain to Climb/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088737,Pharmacoma,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.1,40,0.04,F,GEMA,26,587,DEU,Germany,,,/,Last Celebrity Standing/Celebrity Bear Hunt,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6107503,Hideout,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.05,40,0.02,F,GEMA,26,587,DEU,Germany,,,/,Episode 9/Singles Inferno,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6188056,Firedive,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.15,40,0.06,F,GEMA,26,587,DEU,Germany,,,/,"Like Father, Like Son?/Formula 1: Drive to Survive",,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6188312,Legends,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.05,40,0.02,F,GEMA,26,587,DEU,Germany,,,/,Under Pressure/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6192515,Dirty Pursuit,Poucher,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.47,40,0.19,F,GEMA,26,587,DEU,Germany,,,/,Bounce Back/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6232119,Five Inches,Baluteau,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.17,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Hot Seat/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6300950,Betrayed,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.27,40,0.11,F,GEMA,26,587,DEU,Germany,,,/,C'est la Vie/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6667325,Antidust,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.38,40,0.15,F,GEMA,26,587,DEU,Germany,,,/,Altima/Resurrected Rides,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717335,Droid Invasion,Tenku,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.05,40,0.02,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6840933,Scope,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.75,40,0.3,F,GEMA,26,587,DEU,Germany,,,/,The Comeback Kid/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6859579,Flapjack,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.28,40,0.11,F,GEMA,26,587,DEU,Germany,,,/,C'est la Vie/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088460,Mental Tension,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.47,40,0.19,F,GEMA,26,587,DEU,Germany,,,/,Just Here for a Hall Pass?/The Ultimatum: Marry or,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088460,Mental Tension,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,1.03,40,0.41,F,GEMA,26,587,DEU,Germany,,,/,My Heart Is Shattered/The Ultimatum: Queer Love,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088461,Mercury,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,9.92,40,3.97,F,GEMA,26,587,DEU,Germany,,,/,He/She Knows You're Alone/Fake Profile,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095485,Lo-Fi Journey,Thomas,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.02,40,0.01,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095485,Lo-Fi Journey,Thomas,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.17,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,A Top Knot Appreciator/Indian Matchmaking,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6106016,Backronym,Groves,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.27,40,0.11,F,GEMA,26,587,DEU,Germany,,,/,Alpha Male/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6107901,Let Light,Groves,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.18,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,One Last Chance/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6108496,Overmorrow,Groves,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.07,40,0.03,F,GEMA,26,587,DEU,Germany,,,/,Saints and Sinners/Break Point,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6661882,Dream Spirit,James,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.27,40,0.11,F,GEMA,26,587,DEU,Germany,,,/,The Greatest/Captains of the World,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6667325,Antidust,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,0,202507202509,50,0.03,40,0.01,F,GEMA,26,587,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070839,Dragged Into The Dark,Thomas,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.33,40,0.13,F,GEMA,26,587,DEU,Germany,,,/,The Experiment/Triptych,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087390,Dirt,Burns,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.8,40,0.32,F,GEMA,26,587,DEU,Germany,,,/,Back On Track/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088104,Into Oblivion,Groves,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.58,40,0.23,F,GEMA,26,587,DEU,Germany,,,/,The Last Chapter/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088460,Mental Tension,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.37,40,0.15,F,GEMA,26,587,DEU,Germany,,,/,My Heart Is Shattered/The Ultimatum: Queer Love,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6108454,Orchard Street,Coupe/Downes,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202507202509,100,0.12,40,0.05,F,GEMA,26,587,DEU,Germany,,,/,An Ill-Fitting Dress/Love Is Blind: Japan,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6126268,Rare Air,James,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.07,40,0.03,F,GEMA,26,587,DEU,Germany,,,/,Let Battle Commence/Six Nations: Full Contact,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6233760,Unclear,Baluteau,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202504202506,50,0.57,40,0.23,F,GEMA,26,587,DEU,Germany,,,/,"Like Father, Like Son?/Formula 1: Drive to Survive",,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6301274,Damaged Beyond Repair,Kuei,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,6.02,40,2.41,F,GEMA,26,587,DEU,Germany,,,/,The Grand Dpart/Tour de France: Unchained,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6302208,Leipzig 81,Coupe/Downes,RMGE,BMG RM Germany,43,Video Streaming Perf,Digital/New Media,,1,202507202509,50,0.32,40,0.13,F,GEMA,26,587,DEU,Germany,,,/,C'est la Vie/Formula 1: Drive to Survive,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717102,Corrupted Circuits,Tenku,RMGE,BMG RM Germany,42,Video Streaming Mech,Digital/New Media,,1,202504202506,100,0.17,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,Episode 8/Singles Inferno,,,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737578,Still Life,Ross,RMGE,BMG RM Germany,53,Video Download Perf.,Digital/New Media,,1,202504202506,50,0.17,40,0.07,F,GEMA,26,587,DEU,Germany,,,/,/Wick Is Pain,,,Amazon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
